,Customer_ID,A_1,A_2,A_3,A_4,A_5,A_6,A_7,A_8,A_9,A_10,A_11,A_12,A_13,A_14,class
459,15800049,1,23.08,11.5,2,3,4,3.5,1,1,9,0,2,56,743,1
460,15583724,1,25.92,0.875,2,4,4,0.375,0,1,2,1,2,174,4,0
461,15622083,0,17.58,9.0,2,6,4,1.375,1,0,0,1,2,0,1,1
462,15645571,1,20.42,1.085,2,11,4,1.5,0,0,0,0,2,108,8,0
463,15598266,1,31.67,16.165,2,2,4,3.0,1,1,9,0,2,250,731,1
464,15667934,0,57.58,2.0,2,1,1,6.5,0,1,1,0,2,0,11,0
465,15569682,1,59.67,1.54,2,11,4,0.125,1,0,0,1,2,260,1,1
466,15772941,0,65.17,14.0,2,1,1,0.0,1,1,11,1,2,0,1401,1
467,15586174,1,30.08,1.04,1,3,5,0.5,1,1,10,1,2,132,29,0
468,15803682,1,48.58,6.5,2,11,8,6.0,1,0,0,1,2,350,1,1
469,15627328,0,23.58,11.5,1,4,8,3.0,0,0,0,1,2,20,17,0
470,15717065,1,20.17,9.25,2,8,4,1.665,1,1,3,1,2,40,29,1
471,15602456,1,48.17,7.625,2,9,8,15.5,1,1,12,0,2,0,791,1
472,15721569,1,23.25,1.5,2,11,4,2.375,1,1,3,1,2,0,583,1
473,15573798,1,32.25,14.0,1,1,1,0.0,0,1,2,0,2,160,2,0
474,15638272,1,33.58,0.335,1,13,4,0.085,0,0,0,0,2,180,1,0
475,15799859,1,23.58,0.46,1,9,4,2.625,1,1,6,1,2,208,348,0
476,15599152,1,16.92,0.335,1,4,4,0.29,0,0,0,0,1,200,1,0
477,15737909,0,20.83,8.5,2,8,4,0.165,0,0,0,0,2,0,352,0
478,15646190,0,60.58,16.5,2,11,4,11.0,1,0,0,1,2,21,10562,1
479,15711249,1,31.57,5.0,1,6,4,8.5,1,0,0,0,2,0,1,0
480,15671987,0,25.0,12.33,2,13,8,3.5,1,1,6,0,2,400,459,1
481,15812766,1,21.5,9.75,2,8,4,0.25,1,0,0,0,2,140,1,0
482,15778589,1,20.42,0.0,2,8,4,0.0,0,0,0,0,3,184,1,0
483,15750104,0,25.25,13.5,1,1,1,2.0,0,1,1,1,2,200,2,0
484,15784526,1,42.83,4.625,2,11,4,4.58,1,0,0,0,1,0,1,1
485,15646563,1,26.67,1.75,1,8,4,1.0,1,1,5,1,2,160,5778,1
486,15744423,1,57.83,7.04,2,7,4,14.0,1,1,6,1,2,360,1333,1
487,15593694,1,55.92,11.5,2,1,1,5.0,1,1,5,0,2,0,8852,1
488,15785367,1,51.33,10.0,2,3,5,0.0,1,1,11,0,2,0,1250,1
489,15687765,1,39.83,0.5,2,7,4,0.25,1,0,0,0,1,288,1,0
490,15789014,1,27.58,2.04,1,6,4,2.0,1,1,3,1,2,370,561,1
491,15703177,1,30.17,6.5,2,13,4,3.125,1,1,8,0,2,330,1201,1
492,15660263,1,51.83,2.04,1,1,1,1.5,0,0,0,0,2,120,2,0
493,15776545,0,25.0,11.0,1,6,4,4.5,1,0,0,0,2,120,1,0
494,15683276,1,29.67,0.75,1,8,4,0.04,0,0,0,0,2,240,1,0
495,15599272,0,33.67,0.375,2,13,4,0.375,0,0,0,0,2,300,45,1
496,15589541,1,25.75,0.75,2,8,5,0.25,1,0,0,0,2,349,24,1
497,15608804,0,28.67,1.04,2,8,4,2.5,1,1,5,1,2,300,1431,1
498,15645820,0,18.08,0.375,3,13,1,10.0,0,0,0,1,1,300,1,1
499,15659031,1,20.42,7.0,2,8,4,1.625,1,1,3,0,2,200,1392,1
500,15790113,1,17.5,22.0,3,1,7,0.0,0,0,0,1,3,450,100001,1
501,15652289,1,18.08,6.75,1,7,4,0.04,0,0,0,0,2,140,1,0
502,15605341,1,47.67,2.5,2,7,5,2.5,1,1,12,1,2,410,2511,1
503,15697844,1,57.42,8.5,2,10,8,7.0,1,1,3,0,2,0,1,1
504,15652048,1,13.75,4.0,1,9,4,1.75,1,1,2,1,2,120,1001,1
505,15587038,1,19.33,9.5,2,11,4,1.0,1,0,0,1,2,60,401,1
506,15660528,0,21.92,11.665,2,4,8,0.085,0,0,0,0,2,320,6,0
507,15700300,1,17.58,10.0,2,9,8,0.165,0,1,1,0,2,120,2,0
508,15642001,1,34.83,2.5,1,9,4,3.0,0,0,0,0,1,200,1,0
509,15580366,1,29.17,3.5,2,9,4,3.5,1,1,3,1,2,329,1,0
510,15657228,1,21.42,0.75,1,12,7,0.75,0,0,0,1,2,132,3,0
511,15729377,1,18.17,10.25,2,8,8,1.085,0,0,0,0,2,320,14,0
512,15686913,1,28.0,3.0,2,9,4,0.75,0,0,0,1,2,300,68,0
513,15631267,0,45.83,10.5,2,11,4,5.0,1,1,7,1,2,0,1,1
514,15632275,1,22.75,11.5,2,3,4,0.415,0,0,0,0,2,0,1,0
515,15715907,0,31.57,3.5,2,2,4,3.0,1,0,0,1,2,300,1,0
516,15764841,0,20.42,7.5,2,4,4,1.5,1,1,1,0,2,160,235,1
517,15748649,0,21.25,2.335,2,3,5,0.5,1,1,4,0,1,80,1,1
518,15771409,1,26.67,4.25,2,13,4,4.29,1,1,1,1,2,120,1,1
519,15779207,0,27.33,1.665,2,1,1,0.0,0,0,0,0,2,340,2,0
520,15814116,1,42.08,1.04,2,9,4,5.0,1,1,6,1,2,500,10001,1
521,15665087,0,18.25,10.0,2,9,4,1.0,0,1,1,0,2,120,2,0
522,15611189,0,28.5,1.0,2,11,4,1.0,1,1,2,1,2,167,501,0
523,15729718,0,21.5,6.0,2,6,4,2.5,1,1,3,0,2,80,919,1
524,15733602,1,21.83,11.0,2,14,4,0.29,1,1,6,0,2,121,1,1
525,15620103,1,21.92,0.5,2,8,4,0.125,0,0,0,0,2,360,1,0
526,15770406,1,32.67,9.0,1,9,8,5.25,1,0,0,1,2,154,1,1
527,15800554,0,45.33,1.0,2,11,4,0.125,0,0,0,1,2,263,1,0
528,15611409,0,23.58,0.585,1,1,1,0.125,0,0,0,0,2,120,88,0
529,15646535,0,17.92,0.54,2,8,4,1.75,0,1,1,1,2,80,6,0
530,15575430,1,33.0,2.5,1,9,4,7.0,0,0,0,1,2,280,1,0
531,15711299,0,22.67,0.335,2,11,4,0.75,0,0,0,0,1,160,1,0
532,15642063,1,34.67,1.08,2,7,4,1.165,0,0,0,0,1,28,1,0
533,15706602,1,29.67,1.415,2,9,8,0.75,1,1,1,0,2,240,101,1
534,15592773,1,31.83,2.5,2,6,4,7.5,1,0,0,1,2,523,1,0
535,15786539,0,20.67,1.835,2,11,4,2.085,1,1,5,0,2,220,2504,1
536,15737542,1,33.75,2.75,2,3,5,0.0,0,0,0,0,2,180,1,0
537,15590234,1,22.08,0.83,2,8,8,2.165,0,0,0,1,2,128,1,1
538,15773776,0,35.42,12.0,2,11,8,14.0,1,1,8,0,2,0,6591,1
539,15728082,1,31.92,4.46,2,13,8,6.04,1,1,3,0,2,311,301,1
540,15609987,0,22.67,0.79,2,3,4,0.085,0,0,0,0,2,144,1,0
541,15735330,1,26.67,14.585,2,3,5,0.0,0,0,0,1,2,178,1,0
542,15649430,1,44.0,2.0,2,7,4,1.75,1,1,2,1,2,0,16,1
543,15768777,1,30.17,1.085,1,8,4,0.04,0,0,0,0,2,170,180,0
544,15777893,1,37.75,7.0,2,11,8,11.5,1,1,7,1,2,300,6,0
545,15791326,1,17.08,0.085,1,8,4,0.04,0,0,0,0,2,140,723,0
546,15615176,1,49.17,2.29,2,1,1,0.29,0,0,0,0,2,200,4,0
547,15735221,1,22.92,0.17,2,7,4,0.085,0,0,0,0,1,0,1,0
548,15617991,0,34.83,1.25,1,3,8,0.5,0,0,0,1,2,160,1,0
549,15658504,1,44.25,11.0,1,2,4,1.5,1,0,0,0,1,0,1,0
550,15785705,1,59.5,2.75,2,9,4,1.75,1,1,5,1,2,60,59,1
551,15801817,1,25.5,0.375,2,7,4,0.25,1,1,3,0,2,260,15109,1
552,15752578,0,41.58,1.04,2,6,4,0.665,0,0,0,0,2,240,238,0
553,15781574,1,49.58,19.0,2,1,1,0.0,1,1,1,0,2,94,1,0
554,15792107,0,33.92,1.585,1,1,1,0.0,1,0,0,0,2,320,1,0
555,15569917,1,19.17,4.0,1,3,4,1.0,0,0,0,1,2,360,1001,0
556,15721504,0,24.5,2.415,1,8,4,0.0,0,0,0,0,2,120,1,0
557,15757306,1,23.33,1.5,2,8,8,1.415,1,0,0,0,2,422,201,1
558,15647295,1,69.17,9.0,2,1,1,4.0,0,1,1,0,2,70,7,0
559,15642098,1,47.67,0.29,2,8,5,15.0,1,1,20,0,2,0,15001,1
560,15696120,0,33.25,2.5,1,8,4,2.5,0,0,0,1,2,0,3,0
561,15675176,1,43.25,3.0,2,11,8,6.0,1,1,11,0,2,80,1,1
562,15700046,1,23.0,0.625,1,6,4,0.125,1,0,0,0,2,180,2,0
563,15782089,1,34.75,2.5,2,13,5,0.5,0,0,0,0,2,348,1,0
564,15706394,1,56.58,18.5,2,2,5,15.0,1,1,17,1,2,0,1,1
565,15759387,0,44.17,6.665,2,11,4,7.375,1,1,3,1,2,0,1,1
566,15623369,0,44.33,0.0,2,8,4,2.5,1,0,0,0,2,0,1,1
567,15732943,1,34.25,1.75,2,9,5,0.25,1,0,0,1,2,163,1,0
568,15750545,0,45.0,4.585,2,4,8,1.0,0,0,0,1,1,240,1,0
569,15809909,1,30.58,2.71,1,7,4,0.125,0,0,0,1,1,80,1,0
570,15642448,1,27.67,0.75,2,11,8,0.165,0,0,0,1,2,220,252,0
571,15791944,1,19.42,7.25,2,7,4,0.04,0,1,1,0,2,100,2,0
572,15768342,0,41.33,1.0,2,3,5,2.25,1,0,0,1,2,0,301,1
573,15567919,0,23.5,1.5,2,9,4,0.875,0,0,0,1,2,160,1,0
574,15674750,1,31.67,0.83,2,14,4,1.335,1,1,8,1,2,303,3291,1
575,15778345,0,17.83,11.0,2,14,8,1.0,1,1,11,0,2,0,3001,1
576,15687634,0,33.17,2.25,1,13,4,3.5,0,0,0,1,2,200,142,0
577,15666096,0,52.5,7.0,2,6,8,3.0,0,0,0,0,2,0,1,0
578,15581700,0,25.42,1.125,2,11,4,1.29,1,1,2,0,2,200,1,0
579,15656417,1,40.58,1.5,2,3,5,0.0,0,0,0,0,1,300,1,0
580,15649101,1,23.92,0.585,1,13,8,0.125,0,0,0,0,2,240,2,0
581,15781975,1,56.0,12.5,2,4,8,8.0,1,0,0,1,2,24,2029,1
582,15700511,0,28.5,3.04,1,14,8,2.54,1,1,1,0,2,70,1,1
583,15770255,1,32.08,4.0,2,7,4,2.5,1,0,0,1,2,360,1,1
584,15643574,1,21.17,0.875,1,8,8,0.25,0,0,0,0,2,280,205,0
585,15595010,1,34.17,9.17,2,8,4,4.5,1,1,12,1,2,0,222,1
586,15580579,1,43.25,25.21,2,11,8,0.21,1,1,1,0,2,760,91,0
587,15748532,0,38.25,6.0,2,4,4,1.0,1,0,0,1,2,0,1,1
588,15773789,1,37.42,2.04,2,9,4,0.04,1,0,0,1,2,400,5801,1
589,15600027,1,29.83,2.04,1,14,8,0.04,0,0,0,0,2,128,2,0
590,15620832,1,37.33,2.665,2,13,4,0.165,0,0,0,1,2,0,502,0
591,15568819,1,31.33,19.5,2,8,4,7.0,1,1,16,0,2,0,5001,1
592,15748691,1,36.08,2.54,2,1,1,0.0,0,0,0,0,2,0,1001,0
593,15583552,1,20.5,2.415,2,8,4,2.0,1,1,11,1,2,200,3001,1
594,15588019,1,47.17,5.835,2,9,4,5.5,0,0,0,0,2,465,151,0
595,15713250,1,22.0,7.835,1,3,5,0.165,0,0,0,1,2,184,1,0
596,15569595,1,20.5,10.0,1,8,4,2.5,1,0,0,0,1,40,1,1
597,15794868,1,34.92,2.5,2,9,4,0.0,1,0,0,1,2,239,201,1
598,15576680,1,24.08,0.875,2,7,4,0.085,0,1,4,0,2,254,1951,0
599,15613699,1,37.33,6.5,2,7,8,4.25,1,1,12,1,2,93,1,1
600,15609758,0,20.75,9.54,2,3,4,0.04,0,0,0,0,2,200,1001,0
601,15762392,1,36.67,3.25,2,11,8,9.0,1,0,0,1,2,102,640,1
602,15693382,1,22.58,10.04,2,14,4,0.04,1,1,9,0,2,60,397,1
603,15791769,0,26.92,13.5,2,11,8,5.0,1,1,2,0,2,0,5001,1
604,15712483,0,46.67,0.46,2,13,8,0.415,1,1,11,1,2,440,7,1
605,15636454,0,52.17,0.0,1,1,1,0.0,0,0,0,0,2,0,1,0
606,15710138,1,39.17,2.5,1,3,8,10.0,0,0,0,1,1,200,1,0
607,15571571,1,39.17,1.625,2,8,4,1.5,1,1,10,0,2,186,4701,1
608,15638751,0,27.67,2.04,2,9,4,0.25,0,0,0,1,2,180,51,0
609,15598574,1,19.17,9.5,2,9,4,1.5,1,0,0,0,2,120,2207,1
610,15796787,1,39.5,4.25,2,8,5,6.5,1,1,16,0,2,117,1211,1
611,15615670,1,36.42,0.75,1,2,4,0.585,0,0,0,0,2,240,4,0
612,15705506,1,26.17,0.25,2,3,5,0.0,1,0,0,1,2,0,1,1
613,15599535,1,39.42,1.71,1,7,4,0.165,0,0,0,0,1,400,1,0
614,15768449,1,41.92,0.42,2,8,8,0.21,1,1,6,0,2,220,949,1
615,15725002,1,21.33,7.5,2,6,4,1.415,1,1,1,0,2,80,9801,1
616,15611682,0,20.08,1.25,2,8,4,0.0,0,0,0,0,2,0,1,0
617,15749964,0,27.58,3.0,2,7,4,2.79,0,1,1,1,2,280,11,0
618,15678779,1,21.58,0.79,1,13,4,0.665,0,0,0,0,2,160,1,0
619,15752601,1,28.25,5.125,2,14,4,4.75,1,1,2,0,2,420,8,1
620,15758477,1,26.92,2.25,2,3,5,0.5,0,0,0,1,2,640,4001,0
621,15629133,0,18.42,9.25,2,11,4,1.21,1,1,4,0,2,60,541,1
622,15604963,0,23.25,5.875,2,11,4,3.17,1,1,10,0,2,120,246,1
623,15796413,1,23.58,1.79,2,8,4,0.54,0,0,0,1,2,136,2,0
624,15812470,1,28.33,5.0,2,9,4,11.0,1,0,0,1,2,70,1,1
625,15587443,1,25.67,2.21,1,6,4,4.0,1,0,0,0,2,188,1,0
626,15689692,0,28.58,1.665,2,11,4,2.415,1,0,0,1,2,440,1,0
627,15779586,1,22.92,3.165,1,8,4,0.165,0,0,0,0,2,160,1059,0
628,15667588,0,24.5,1.04,1,1,1,0.5,1,1,3,0,2,180,148,0
629,15624423,1,24.75,0.54,2,7,4,1.0,0,0,0,1,2,120,2,0
630,15591107,1,32.0,1.75,1,10,8,0.04,1,0,0,1,2,393,1,1
631,15748986,1,48.08,3.75,2,3,5,1.0,0,0,0,0,2,100,3,0
632,15793896,0,28.42,3.5,2,9,4,0.835,1,0,0,0,1,280,1,1
633,15620570,1,25.42,0.54,2,9,4,0.165,0,1,1,0,2,272,445,0
634,15727811,1,18.58,10.29,2,1,1,0.415,0,0,0,0,2,80,1,0
635,15707681,1,21.67,1.165,1,4,4,2.5,1,1,1,0,2,180,21,0
636,15702030,1,24.58,1.25,2,8,4,0.25,0,0,0,0,2,110,1,0
637,15673238,1,16.33,4.085,2,3,8,0.415,0,0,0,1,2,120,1,0
638,15604196,1,26.75,2.0,2,2,4,0.75,0,0,0,1,2,80,1,0
639,15769356,1,48.17,3.5,2,6,4,3.5,1,0,0,0,1,230,1,1
640,15665590,1,23.5,2.75,2,1,1,4.5,0,0,0,0,2,160,26,0
641,15572361,0,41.0,2.04,1,11,8,0.125,1,1,23,1,2,455,1237,1
642,15667460,1,35.17,25.125,2,14,8,1.625,1,1,1,1,2,515,501,1
643,15654760,1,23.75,12.0,2,8,4,2.085,0,0,0,0,1,80,1,0
644,15632669,1,18.67,5.0,2,11,4,0.375,1,1,2,0,2,0,39,0
645,15613673,1,30.33,0.5,2,2,8,0.085,0,0,0,1,1,252,1,0
646,15698522,0,19.75,0.75,2,8,4,0.795,1,1,5,1,2,140,6,0
647,15741633,1,26.17,0.835,2,13,4,1.165,0,0,0,0,2,100,1,0
648,15674583,1,28.75,1.5,1,8,4,1.5,1,0,0,1,2,0,226,0
649,15665374,1,28.67,9.335,2,11,8,5.665,1,1,6,0,2,381,169,1
650,15588854,1,26.0,1.0,2,11,4,1.75,1,0,0,1,2,280,1,1
651,15810716,1,23.5,3.165,1,4,4,0.415,0,1,1,1,2,280,81,0
652,15776921,1,26.33,13.0,2,10,2,0.0,0,0,0,1,2,140,1111,0
653,15569394,1,54.33,6.75,2,8,8,2.625,1,1,11,1,2,0,285,1
654,15788215,1,31.57,0.375,2,2,4,0.875,1,0,0,1,1,928,1,0
655,15641007,0,25.25,12.5,2,2,4,1.0,0,0,0,1,2,180,1063,0
656,15594651,1,33.17,3.165,1,14,4,3.165,1,1,3,1,2,380,1,1
657,15575146,1,39.5,1.625,2,8,4,1.5,0,0,0,0,2,0,317,0
658,15608916,0,17.67,0.0,1,5,1,0.0,0,0,0,0,2,86,1,0
659,15666297,1,23.92,0.665,2,8,4,0.165,0,0,0,0,2,100,1,1
660,15598586,1,26.67,2.71,1,13,4,5.25,1,1,1,0,2,211,1,1
661,15665014,0,22.5,0.415,2,3,4,0.335,0,0,0,1,1,144,1,0
662,15701738,1,39.92,0.54,1,6,4,0.5,1,1,3,0,2,200,1001,1
663,15650591,0,26.08,8.665,2,6,4,1.415,1,0,0,0,2,160,151,1
664,15652667,1,20.0,0.0,2,2,4,0.5,0,0,0,0,2,144,1,0
665,15679622,1,31.57,4.0,1,3,4,0.085,0,0,0,1,2,411,1,0
666,15730150,1,26.75,4.5,1,8,5,2.5,0,0,0,0,2,200,1211,0
667,15813192,0,24.92,1.25,2,1,1,0.0,1,0,0,0,2,80,1,0
668,15606554,0,32.25,1.5,2,8,4,0.25,0,0,0,1,2,372,123,0
669,15611794,1,17.67,4.46,2,8,4,0.25,0,0,0,0,1,80,1,0
670,15672357,0,37.75,5.5,2,11,4,0.125,1,0,0,1,2,228,1,1
671,15711759,1,22.67,2.54,1,8,8,2.585,1,0,0,0,2,0,1,1
672,15615296,0,17.92,10.21,2,1,1,0.0,0,0,0,0,2,0,51,0
673,15699294,1,24.42,12.335,2,11,8,1.585,1,0,0,1,2,120,1,1
674,15788634,0,25.75,0.5,2,8,8,0.875,1,0,0,1,2,491,1,1
675,15660871,1,26.17,12.5,1,4,8,1.25,0,0,0,1,2,0,18,0
676,15618258,0,22.75,6.165,2,6,4,0.165,0,0,0,0,2,220,1001,0
677,15722535,1,23.0,0.75,2,7,4,0.5,1,0,0,1,1,320,1,0
678,15711977,1,25.67,0.29,1,8,4,1.5,0,0,0,1,2,160,1,0
679,15690169,1,48.58,0.205,1,4,4,0.25,1,1,11,0,2,380,2733,1
680,15790689,1,21.17,0.0,2,8,4,0.5,0,0,0,1,1,0,1,0
681,15665181,1,35.25,16.5,1,8,4,4.0,1,0,0,0,2,80,1,0
682,15633608,0,22.92,11.585,2,13,4,0.04,1,0,0,0,2,80,1350,1
683,15805261,0,48.17,1.335,2,3,7,0.335,0,0,0,0,2,0,121,0
684,15740356,1,43.0,0.29,1,13,8,1.75,1,1,8,0,2,100,376,1
685,15808223,1,31.57,10.5,2,14,4,6.5,1,0,0,0,2,0,1,1
686,15769980,1,20.67,0.415,2,8,4,0.125,0,0,0,0,2,0,45,0
687,15675450,0,18.83,9.54,2,6,4,0.085,1,0,0,0,2,100,1,1
688,15776494,0,27.42,14.5,2,14,8,3.085,1,1,1,0,2,120,12,1
689,15592412,1,41.0,0.04,2,10,4,0.04,0,1,1,0,1,560,1,1
